-0.178345	0.00616002	0.0146123
-0.13781	-0.0227864	0.0068956
0.00971067	-0.0458283	0.12099
0.0093084	-0.0447884	0.117825
0.0149863	-0.0644896	0.109413
0.0153425	-0.0725327	0.104154
0.015632	-0.0741451	0.102227
0.0157633	-0.0776229	0.102348
0.0138876	-0.078836	0.099852
0.0319259	-0.0942328	0.0770317
0.0341811	-0.0960937	0.0753905
0.0379305	-0.0978851	0.0731662
0.0391688	-0.098067	0.0715681
0.0393667	-0.0984972	0.0716618
0.0400504	-0.0993755	0.0714651
0.0401602	-0.0994246	0.0713351
-0.226132	-0.0123374	0.0414213
-0.16447	0.0831335	0.0526889
-0.230482	-0.00918865	0.0423915
-0.165694	0.0758312	0.0584813
-0.228433	-0.0026288	0.0511578
-0.165247	0.100271	0.0270917
-0.230835	0.0218904	0.0618169
-0.16398	0.103677	0.022934
-0.22975	0.0419965	0.0739782
-0.152509	0.0889204	0.0398003
-0.221577	0.0677948	0.0763759
-0.155086	0.0761876	0.0447314
-0.220979	0.0802824	0.0808561
-0.153708	0.0827832	0.0436473
-0.201471	0.109607	0.0887518
-0.15381	0.0854733	0.0449699
-0.175163	0.100171	0.0857448
-0.15342	0.0820251	0.044991
-0.138959	0.143077	0.123434
-0.147028	0.0901432	0.0366513
-0.0986334	0.167838	0.154418
-0.153518	0.112689	0.0226654
-0.0655552	0.150561	0.157845
-0.164026	0.123051	0.0137334
-0.10297	0.13563	0.163411
-0.170052	0.121279	0.0163196
-0.0872221	0.128264	0.166149
-0.171529	0.105296	0.0365052
-0.085985	0.120043	0.168164
-0.171097	0.0941875	0.0488895
-0.106608	0.138977	0.183692
-0.172654	0.0930331	0.0484968
-0.0818079	0.11595	0.173293
-0.174152	0.0934582	0.0469389
-0.0974935	0.136093	0.166052
-0.175231	0.0931308	0.0493724
-0.105329	0.148668	0.16852
-0.175378	0.089972	0.0524556
-0.0937556	0.130807	0.160618
-0.174657	0.090143	0.0492977
-0.0948892	0.119938	0.152639
-0.174207	0.0861955	0.0523108
-0.107688	0.146032	0.165005
-0.174309	0.084332	0.0521609
-0.104909	0.14654	0.160482
-0.17405	0.0857408	0.0491796
-0.095497	0.150577	0.160908
-0.170024	0.0833788	0.0481755
-0.089993	0.156016	0.157872
-0.171412	0.0841072	0.0494716
-0.0896407	0.152756	0.159917
-0.171111	0.0834308	0.0512511
-0.0952522	0.149457	0.159132
-0.172634	0.0865898	0.0465935
-0.106459	0.147336	0.158393
-0.17296	0.0837207	0.0486795
-0.109235	0.133166	0.150327
-0.173104	0.0828195	0.0502905
-0.116019	0.131504	0.152755
-0.172225	0.0841987	0.0463388
-0.11833	0.129032	0.156312
-0.168979	0.0831473	0.0462703
-0.118542	0.128267	0.15644
-0.170511	0.0863192	0.0432019
-0.118249	0.127785	0.155956
-0.173049	0.0887728	0.0437165
-0.118415	0.128272	0.156738
-0.172542	0.0907366	0.0430981
-0.118201	0.128027	0.156456
-0.173381	0.0940983	0.0403967
-0.118384	0.12964	0.155838
-0.173516	0.0927265	0.0424629
-0.118583	0.129837	0.15362
-0.176082	0.0910671	0.0455549
-0.118751	0.128435	0.152818
-0.176256	0.0921092	0.0429076
-0.119539	0.129285	0.153157
-0.177497	0.0883698	0.0454254
-0.119948	0.129579	0.153712
-0.177171	0.0884974	0.0454261
-0.119317	0.129492	0.153816
-0.177547	0.0927377	0.0431333
-0.117942	0.130574	0.154871
-0.178009	0.0919921	0.0440117
-0.11685	0.131323	0.155416
-0.175808	0.101448	0.027863
-0.116205	0.13166	0.155998
-0.172936	0.102962	0.0225433
-0.113347	0.132017	0.158597
-0.161858	0.0820553	0.0435106
-0.0807885	0.135347	0.179873
-0.155975	0.0797756	0.0316209
-0.0738434	0.133721	0.183277
-0.154365	0.0871022	0.0191398
-0.0723665	0.133915	0.183476
-0.17751	0.0969212	0.0438902
-0.077793	0.137498	0.183247
-0.198362	0.0201459	0.0273912
-0.0791997	0.137941	0.182295
-0.0304997	0.0505047	-0.192962
-0.0802934	0.137813	0.181509
-0.0301749	0.0503225	-0.192557
-0.0826064	0.137677	0.180377
-0.0844278	0.138841	0.179053
-0.0851568	0.139936	0.178158
-0.0857774	0.139892	0.177531
-0.0865765	0.140455	0.176938
-0.0871378	0.141209	0.176538
-0.0876847	0.141573	0.175848
-0.0883527	0.142416	0.175684
-0.0884095	0.142383	0.175645
-0.0884353	0.142371	0.175341
-0.0891221	0.142152	0.17459
-0.0895452	0.141936	0.174467
-0.0896223	0.141804	0.174414
-0.090158	0.142554	0.174472
-0.0904312	0.142841	0.174312
-0.0911979	0.142632	0.1742
