0.0239618	-0.0179517	-0.112813
-0.012316	0.0229366	-0.140863
0.0247613	0.00301337	-0.050041
0.0227041	0.0123296	-0.0464902
0.0304922	0.000622034	-0.0568447
0.0280025	-0.000134945	-0.0609803
0.028917	-0.00279737	-0.0626925
0.030311	-0.00170016	-0.0642442
0.0288322	-0.0032711	-0.0651707
0.0615836	-0.00472379	-0.0420302
0.0619082	-0.00638843	-0.0400445
0.0634971	-0.00935817	-0.0355745
0.0638808	-0.0101163	-0.0347121
0.063886	-0.0101635	-0.0346711
0.063882	-0.0105376	-0.0343366
0.0638933	-0.0105038	-0.0343703
-0.372938	0.0889931	0.0233211
-0.319005	0.186955	0.0795696
-0.374039	0.0959489	0.0611723
-0.282727	0.18303	0.0660689
-0.364428	0.121734	0.0693885
-0.293019	0.216256	0.0295201
-0.349261	0.161622	0.0725269
-0.308349	0.222497	0.0276007
-0.327906	0.201498	0.0679077
-0.276909	0.232486	0.010686
-0.321799	0.238902	0.0817219
-0.262198	0.237035	-0.000916004
-0.292817	0.27425	0.115305
-0.259688	0.244611	-0.0120879
-0.18277	0.324574	0.16259
-0.259213	0.244526	-0.0140287
-0.10405	0.334111	0.178996
-0.267376	0.245112	-0.00539345
-0.0291797	0.289074	0.193553
-0.273052	0.247583	-0.00649875
0.0494521	0.306603	0.19816
-0.290001	0.24743	-0.00155985
0.0967536	0.266982	0.198554
-0.292231	0.242915	0.00201923
0.0775227	0.239681	0.210341
-0.295622	0.230779	0.011565
0.0700803	0.240519	0.215591
-0.29074	0.212884	0.0328982
0.0588121	0.242635	0.227637
-0.282918	0.200973	0.0421136
0.0675256	0.241194	0.23372
-0.285607	0.200578	0.0429961
0.0791818	0.238713	0.232359
-0.286245	0.201122	0.0419043
0.0944965	0.235286	0.211586
-0.286996	0.199867	0.0431733
0.0973895	0.235774	0.206183
-0.286388	0.197567	0.0460823
0.0960055	0.234438	0.206411
-0.286698	0.196524	0.0436716
0.0944772	0.226131	0.20453
-0.284939	0.194232	0.0489047
0.0843014	0.248297	0.219214
-0.284762	0.192717	0.0492709
0.0769352	0.257023	0.21731
-0.284358	0.194339	0.047304
0.0886678	0.265545	0.220475
-0.280536	0.191882	0.0474001
0.0977678	0.262443	0.217596
-0.281742	0.191711	0.0490651
0.102029	0.257485	0.216107
-0.280749	0.190892	0.0505401
0.0995963	0.249591	0.214851
-0.28163	0.193868	0.0463459
0.0899625	0.243097	0.21688
-0.281567	0.190967	0.0476629
0.0815408	0.237784	0.213406
-0.281002	0.190408	0.0492506
0.0793713	0.234224	0.212705
-0.279818	0.191822	0.0452164
0.0816621	0.233142	0.214508
-0.276703	0.190995	0.045583
0.0822745	0.231385	0.216745
-0.279044	0.194357	0.0429712
0.0823956	0.230561	0.217047
-0.281135	0.198141	0.0437757
0.0884005	0.232491	0.214916
-0.280361	0.200189	0.043354
0.0892532	0.232888	0.214295
-0.28115	0.203601	0.0402909
0.090144	0.233521	0.213546
-0.280814	0.202593	0.0409245
0.0856832	0.234251	0.213653
-0.2825	0.201487	0.0436495
0.084813	0.233135	0.213783
-0.285148	0.199714	0.0387958
0.0827335	0.232843	0.214429
-0.289411	0.192341	0.0411441
0.0830959	0.233008	0.214872
-0.289411	0.192111	0.0416685
0.085647	0.232366	0.214778
-0.287705	0.198842	0.0399486
0.0897624	0.232082	0.214874
